id	nome	data	estado	cidade	conteudo	resposta	status
172	Mondial	 30/04/2021	MG	Uberaba	"
				A empresa deu o prazo de pagamento até o dia 20/04 porém não realizou a transferência para a minha conta. O produto foi entregue para a assistência técnica há mais de 60 dias. Não respondem meus e-mails e só me enrolam."	"
				Olá,_x005F_x000D_
_x005F_x000D_
Conforme interação privada no portal do GOV, confirmamos que a sua reclamação esta sendo tratada._x005F_x000D_
_x005F_x000D_
Por gentileza, verifique as interações, pois, solicitamos na mensagem anterior alguns dados que são importantes para análise de sua reclamação._x005F_x000D_
_x005F_x000D_
Nos empenhamos para prestar o melhor atendimento aos nossos consumidores e queremos que fique à vontade para falar conosco sempre que necessário._x005F_x000D_
_x005F_x000D_
A Mondial agradece o seu contato!_x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
Pós Vendas_x005F_x000D_
Mondial Eletrodomésticos"	"
				Resolvido"
173	Vivo - Telefônica	 06/05/2021	MG	Belo Horizonte	"
				Em 23/01/2021 tentei entrar em contato com a Vivo para cancelar meu plano pós pago e após várias tentativas, obtive atendimento às 23:44h através do protocolo XXX.XXX.XXX-XX737. O atendente disse que havia realizado o cancelamento do plano, mas no dia 26/01/2021 percebi que o cancelamento não havia sido efetuado, então entrei em contato novamente com a operadora através do protocolo XXX.XXX.XXX-XX216. A atendente disse que a conta tinha sido cancelada mas a fatura seria gerada porque seu fechamento havia ocorrido no dia 24 e me disse para entrar em contato com a Vivo assim que a fatura chegasse para contestá-la devido à situação. No dia 05/03/2021 entrei em contato com a Vivo através do protocolo XXX.XXX.XXX-XX955 e após me transferirem para vários setores, disseram ter resolvido meu problema. Liguei novamente dias depois, e a atendente disse não ter mais nenhuma conta no meu CPF. Entretanto, recebi mensagens da operadora dizendo que havia uma fatura em aberto. A mesma fatura que eu havia contestado no dia 05/03/2021."	"
				Prezada Sra. TÂMARA COSTA NEVES FERNANDES_x005F_x000D_
_x005F_x000D_
Segue em ""ANEXO"" ao lado da opção ""DETALHES"" a carta resposta com todas estas informações._x005F_x000D_
_x005F_x000D_
Obs.: Em caso de consulta pelo celular, poderá não ser disponibilizado a carta em anexo pois depende da funcionalidade de cada aparelho. Dessa forma orientamos o acesso pelo computador/tablet._x005F_x000D_
_x005F_x000D_
Caso exista alguma dúvida a respeito do atendimento, crítica ou elogio, por favor, nos acione através do E-MAIL XXXXXXXXXXX@XXXXX.XXX_x005F_x000D_
_x005F_x000D_
Sua contribuição nos ajuda na construção de um atendimento mais eficiente e desta forma, não havendo mais dúvidas relacionadas a este protocolo gostaríamos de contar com sua avaliação._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
_x005F_x000D_
Equipe Vivo._x005F_x000D_
"	"
				Resolvido"
174	Pernambucanas Cartões	 22/04/2021	MG	Araçuaí	"
				Fui surpreendida por cobrança de uma fatura no valor de R$36,00, das quais somente tive acesso por cobrança por email e sms. Não recebi sequer fatura detalhas, somente código de barras. As cobranças iniciaram em fev/2021, embora o cartão não seja utilizado desde janeiro/2020. Esclareço que,  desde outubro sequer consigo utilizar o cartão nas lojas físicas, o sistema não aceita a compra. Na contratação do cartão fui informada que o cartão somente da loja não teria anuidade, uma vez que não optei por usar um cartão com bandeira. Não contratei nenhum serviço extra.O telefone SAC XXXXX-X441 para cancelamento não reconhece meu CPF e não me deixa prosseguir para atendimento. Pelo serviço de whatsapp o cancelamento não é possível. Estou refém de um cartão da loja, sem uso, que está gerando cobranças indevidas das quais sequer sei a origem. Além daqui, acionarei o consumidor.gov, contra essas praticas abusivas."	"
				Recebemos sua manifestação e informamos que o seguro já consta cancelado e o valor foi estornado e estará evidente na sua próxima fatura. _x005F_x000D_
 Conforme solicitado informamos que efetivamos o cancelado do cartão._x005F_x000D_
_x005F_x000D_
assinatura _x005F_x000D_
_x005F_x000D_
Atenciosamente_x005F_x000D_
Equipe Mídias Sociais     _x005F_x000D_
_x005F_x000D_
Pernambucanas - Mídias Sociais _x005F_x000D_
Pernambucanas NA LOJA, NO APP, NO SITE, EM Família._x005F_x000D_
Sempre que precisar falar conosco, utilize os nossos canais oficiais_x005F_x000D_
Whats XXXXX-X441 - Chat aplicativo  Cartão Pernambucanas_x005F_x000D_
Central de Atendimento 11 3004 44 41_x005F_x000D_
"	"
				Resolvido"
175	Tim	 12/04/2021	MG	Juiz de Fora	"
				Boa tarde! _x005F_x000D_
Novamente estou tendo problemas por causa do Tim Beta._x005F_x000D_
_x005F_x000D_
Fiz uma recarga no dia 06/03/2021, onde ativei o beta no meu número, iniciando, portanto, uma rodada de 90 dias. No dia 05/04/2021 fiz uma nova recarga e, para minha surpresa, consta que a rodada vigente iniciou em 03/04/2021 e terminará em 02/07/2021. Ou seja, a primeira recarga e ativação que eu fiz, que antes apareciam no aplicativo Tim Beta, simplesmente sumiram e iniciou uma nova rodada, fazendo com que eu perdesse os pontos já atingidos."	"
				Prezada Juliana, boa tarde! _x005F_x000D_
_x005F_x000D_
Em atenção à sua demanda pedimos que verifique a carta em anexo, para mais informações. _x005F_x000D_
 _x005F_x000D_
Antes de avaliar, caso tenha dúvidas sobre o tratamento de sua demanda ou não consiga baixar a carta em anexo, pedimos que faça uma interação disponível neste site, através do botão ""Interagir com o Fornecedor"", que faremos um novo contato.  _x005F_x000D_
_x005F_x000D_
Aproveitamos também para informar que a carta pode ser baixada através do site do consumidor.gov acessando pelo computador ou pelo  Smartphone através do App do Consumidor.gov.br. _x005F_x000D_
_x005F_x000D_
 _x005F_x000D_
Agradecemos pela oportunidade de esclarecer os fatos relatados e nos colocamos à disposição. _x005F_x000D_
_x005F_x000D_
Atenciosamente,  _x005F_x000D_
_x005F_x000D_
Andréa Figueiredo _x005F_x000D_
Relacionamento com Cliente TIM.? "	"
				Resolvido"
176	Apple	 30/04/2021	MG	Jaboticatubas	"
				Prezados, boa tarde._x005F_x000D_
Comprei um Airpod Pro no dia 13 de Agosto de 2020 na Magazine Luíza e o mesmo está em garantia do fabricante._x005F_x000D_
Ele começou a apresentar ruídos constantes, travamento de transmissão de som e está com conectividade inconstante com o meu Macbook._x005F_x000D_
Hoje tentei contato com a Apple pelo 0800 mas não obtive sucesso. _x005F_x000D_
Preciso do apoio de vocês na solução desse problema."	"
				Informamos que todas as tratativas necessárias para solução da reclamação do Daniel já foram devidamente direcionadas, atendendo-a da melhor forma possível. A Apple permanece à inteira disposição do Consumidor através da Central de Atendimento Apple:  XXXXX-XXXXXX-X880 ou por meio dos demais canais de atendimento oficiais Apple, a saber: i) ligação agendada e chat: disponível em  https://getsupport.apple.com; ii) acesso à rede de Assistência Técnica Autorizada: disponível em https://locate.apple.com/br/pt/ ou diretamente no app da Apple chamado “Suporte Apple” disponível na AppStore; iii) atendimento presencial agendado no Genius Bar, presentes nas 02 lojas oficiais da Apple localizadas na Cidade de São Paulo e Rio de Janeiro."	"
				Não Resolvido"
177	Claro Celular	 05/05/2021	MG	Barbacena	"
				eu negociei a fatura no valor com desconto conforme lifaram venceria hj dia 5 paguei uns 5 dias antes eles disseram q foi queba de acordo como se paguei antes?querto reebolso do meu valor pq alem de n constar que paguei me ligam cobrando e minha linha esta bloqueada"	"
				""Prezado(a) Sr(a). tatiane, em atenção à sua reclamação verifique o """"ANEXO"""" ao lado da opção """"DETALHES"""" a carta resposta contendo todas as informações de tratamento. Observação: Em caso de consulta pelo celular, poderá não ser disponibilizado a carta em anexo pois depende da funcionalidade de cada aparelho. Dessa forma, caso não consiga visualizar o anexo através do seu aparelho celular, orientamos acessar a resposta através do computador/Tablet. Qualquer dificuldade em visualizar o anexo ou dúvida na solução apresentada, você pode nos contatar utilizando a opção “Interagir com Fornecedor”, essa opção fica disponível no site até que você avalie a nossa resposta, ou ainda, através dos canais exclusivos informados na carta em anexo. Lembre-se, sua avaliação, nos ajuda na construção de um atendimento mais eficiente e desta forma, caso o meu atendimento tenha sido satisfatório, gostaria de contar com sua avaliação positiva como """"SIM"""", atribuindo uma boa nota ao meu atendimento, sendo 5 a nota máxima, a sua opinião é muito importante para nós e imprescindível para um feedback ao meu trabalho. Atenciosamente, MAXCILEY"""	"
				Resolvido"
178	Americanas.com	 29/04/2021	MG	Coronel Fabriciano	"
				boa tarde _x005F_x000D_
venho por meio desse e mail informa que estou tendo muita dificuldades em manter uma  comunicação com a lojas Americanas  pois fiz 3 compras no site onde todas foram canceladas pela a loja gerando assim um vale compras no site ._x005F_x000D_
foram feitas varias tentativas de comunicação via sac para acerta um reembolso todas tentativas sem sucesso.."	"
				Olá, Guilherme ._x005F_x000D_
_x005F_x000D_
Peço desculpas pelo transtorno causado a você!_x005F_x000D_
_x005F_x000D_
Meu nome é Wellington Gomes e serei responsável pelo seu atendimento até a finalização do caso._x005F_x000D_
_x005F_x000D_
Em atendimento à demanda registrada através do PROCON/Consumidor._x005F_x000D_
_x005F_x000D_
Em verificação interna, constatei que houve o atendimento pelo protocolo de atendimento XXX.XXX.XXX-XX89._x005F_x000D_
_x005F_x000D_
Com isso o valor a partir de amanhã , terá 10 dias úteis para estar disponível em sua conta-corrente:_x005F_x000D_
_x005F_x000D_
Banco: santander_x005F_x000D_
Agencia: 3108_x005F_x000D_
Conta: XXXXX-X_x005F_x000D_
_x005F_x000D_
_x005F_x000D_
Deixo o meu e-mail XXXXXXXXXXX@XXXXX.XXX à sua disposição, caso precise de algo relacionado a este pedido. Se precisar do meu auxilio novamente, peço gentilmente que, não finalize o protocolo com a avaliação para não impedir nossas interações para resolução do caso._x005F_x000D_
_x005F_x000D_
Agradecemos a compreensão e pedimos que avalie nosso atendimento neste site._x005F_x000D_
_x005F_x000D_
É muito importante que finalize a reclamação atribuindo a nota ao meu atendimento de 1 a 5._x005F_x000D_
_x005F_x000D_
Obrigada pela atenção e estamos à disposição!_x005F_x000D_
_x005F_x000D_
Eu espero ter ajudado você e te desejo uma ótima semana!_x005F_x000D_
Protocolo do atendimento: XXX.XXX.XXX-XX42._x005F_x000D_
Encerrarei o acompanhamento da sua solicitação. _x005F_x000D_
_x005F_x000D_
Peço desculpas pelo transtorno causado._x005F_x000D_
_x005F_x000D_
Se cuide, e se puder fique em casa! _x005F_x000D_
_x005F_x000D_
Ficamos à disposição._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
Wellington Gomes._x005F_x000D_
Serviço de Atendimento ao Cliente_x005F_x000D_
Assistente - Atendimento Especial_x005F_x000D_
E-mail:  XXXXXXXXXXX@XXXXX.XXX	_x005F_x000D_
"	"
				Resolvido"
179	Oi Fixo	 06/05/2021	MG	Juiz de Fora	"
				cancelei o comtrato com a impresa um mes antes de me mudar da cidade_x005F_x000D_
e agora esta me mandando cobranças"	"
				_x005F_x000D_
Em anexo segue carta com detalhes do tratamento._x005F_x000D_
Uma dica: pelo Smartphone talvez você não consiga consultar os anexos disponibilizados. Isto pode acontecer devido à funcionalidade que varia de aparelho _x005F_x000D_
para aparelho, mas pelo computador ou Notebook o acesso ao anexo é garantido"	"
				Resolvido"
180	Gol Linhas Aéreas	 11/05/2021	MG	Conselheiro Lafaiete	"
				Olá!_x005F_x000D_
Fiz uma compra no dia 08/02/2020 para uma viagem ida e volta de Confins para Navegantes (18/XXXXX-X0/04). Devido à pandemia tive que cancelar a passagem e pedi estorno do pagamento._x005F_x000D_
No site constava que devolveriam o dinheiro em 1 ano, e o único valor que devolveram foi da taxa de embarque (R$58,85). Já se passou mais de 1 ano e ainda faltam R$546,80._x005F_x000D_
_x005F_x000D_
Não consigo falar com a empresa (já fiquei 1h esperando um atendente me atender e não consegui falar com ninguém)._x005F_x000D_
_x005F_x000D_
Não sei mais o que fazer e já estou quase entrando na justiça, pois é uma quantia significativa._x005F_x000D_
_x005F_x000D_
Agradeço desde já!"	"
				Caro Gestor da Plataforma Consumidor.Gov, bom dia!_x005F_x000D_
 Informamos que registramos o protocolo 2021.05/XXX.XXX.XXX-XX através da Central de Relacionamento com o Cliente, onde orientamos nosso cliente a se comunicar conosco através da opção "" Interagir com o fornecedor""_x005F_x000D_
_x005F_x000D_
 Atenciosamente,_x005F_x000D_
_x005F_x000D_
Giovanna_x005F_x000D_
CRC - Central de Relacionamento com o Cliente ✈_x005F_x000D_
GOL Linhas Aéreas S.A._x005F_x000D_
 www.voegol.com.br_x005F_x000D_
 Central de Atendimento 0800 704 0465_x005F_x000D_
 Central de Vendas 0300 115 2121_x005F_x000D_
_x005F_x000D_
 ###S;M;W;D;P;5300###"	"
				Resolvido"
181	Vivo - Telefônica	 07/05/2021	MG	Belo Horizonte	"
				No dia 06/04/2021 solicitei à empresa Vivo Telefonia Brasil S/A a mudança do serviço até então prestado para o endereço em que moro hoje. Foi informado que existe cobertura para minha nova moradia (documento anexo comprovando), mas que não poderiam efetuar a transferência devido a pandemia e que minhas alternativas seriam cancelamento mediante pagamento de multa ou que eu conseguisse outra pessoa para ficar com meu plano. Que fique claro, manifestei minha vontade em permanecer com o serviço, mas não me foi dada opções para isso. Além da multa por fidelidade de menos de um ano (forçada por não realizarem a mudança no endereço), ainda foi colocado para ser pago um valor total de R$ 180,00, referente ao serviço Vivo Home Assit (serviço onde uma pessoa iria até minha casa para dar assistência em aparelhos que eu não soubesse instalar/mexer), o qual não é cabível, haja vista que não será mais utilizado após o cancelamento do plano. Dessa forma, peço que seja revisado esse valores, visto que são totalmente arbitrários."	"
				Prezada Sra.Ana_x005F_x000D_
_x005F_x000D_
Segue em ""ANEXO"" ao lado da opção ""DETALHES"" a carta resposta com todas estas informações._x005F_x000D_
_x005F_x000D_
Obs.: Em caso de consulta pelo celular, poderá não ser disponibilizado a carta em anexo pois depende da funcionalidade de cada aparelho. Dessa forma orientamos o acesso pelo computador/tablet._x005F_x000D_
_x005F_x000D_
Caso exista alguma dúvida a respeito do atendimento, crítica ou elogio, por favor, nos acione através do E-MAIL XXXXXXXXXXX@XXXXX.XXX_x005F_x000D_
_x005F_x000D_
Sua contribuição nos ajuda na construção de um atendimento mais eficiente e desta forma, não havendo mais dúvidas relacionadas a este protocolo gostaríamos de contar com sua avaliação._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
_x005F_x000D_
Equipe Vivo."	"
				Resolvido"
182	Vivo - Telefônica	 05/05/2021	MG	Belo Horizonte	"
				A empresa entre em contato para falar sobre o cliente Real Glass, empresa esta que trabalhei por 1 ano porém em abril de 2020 fui demitido. Após isso recebi algumas ligações da VIVO a respeito da empresa Real Glass, informei em todas as ligações recebidas que não pertencia mais a empresa e passei o numero de contato. Mesmo após várias ligações e o informe do novo número, continuam entrando em contato tanto via ligação quando mensagem no aplicativo WhatsApp."	"
				Prezado Ithalo, _x005F_x000D_
_x005F_x000D_
Conforme manifestação registrada junto ao site www.consumidor.gov.br segue posicionamento da VIVO._x005F_x000D_
_x005F_x000D_
Caso haja alguma dúvida, discordância ou questionamento, gentileza utilizar o botão “Interagir com o Fornecedor”._x005F_x000D_
_x005F_x000D_
FAVOR VISUALIZAR O CAMPO “ANEXO”._x005F_x000D_
_x005F_x000D_
Obs.: Em caso de consulta pelo celular, poderá não ser disponibilizado a carta em anexo pois depende da funcionalidade de cada aparelho. Dessa forma orientamos o acesso pelo computador/tablet._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
_x005F_x000D_
Vivo._x005F_x000D_
_x005F_x000D_
"	"
				Resolvido"
183	Americanas.com	 22/04/2021	MG	Três Pontas	"
				Caros, efetuei a compra do Pedido: XXXXX-X29680409. no valor de R$ R$ 16,80 o pedido tinha 1 unidades do item (Halter Dumbbell Sextavado 10kg) , pedido feito no dia 20/04/2021, o prazo de entrega era de 15 dias uteis, acontece que meu pedido foi cancelado e venho por meio dessa plataforma tentar resolver este problema de forma amigável. E desejo receber os produtos que comprei ou similares pelo preço ofertado._x005F_x000D_
_x005F_x000D_
II DA VIOLAÇÃO DO ARTIGO 30, CDC - CONSUMIDOR. VENDA CANCELADA. ERRO NO PREÇO ANUNCIADO. PREÇOVIL. DESEQUILÍBRIO CONTRATUAL. INEXISTÊNCIA DE ERRO DE FÁCIL CONSTATAÇÃO. OBRIGATORIEDADE. CUMPRIMENTO. OFERTA._x005F_x000D_
_x005F_x000D_
Art. 30. Toda informação ou publicidade, suficientemente precisa, veiculada por qualquer forma ou meio de comunicação com relação a produtos e serviços oferecidos ou apresentados, obriga o fornecedor que a fizer veicular ou dela se utilizar e integra o contrato que vier a ser celebrado._x005F_x000D_
_x005F_x000D_
Ademais, conforme o artigo 35, I, do CDC, devido à recusa da requerida em cumprir a oferta, o requerente pode exigir o cumprimento forçado da obrigação:_x005F_x000D_
_x005F_x000D_
Art. 35. Se o fornecedor de produtos ou serviços recusar cumprimento à oferta, apresentação ou publicidade, o consumidor poderá, alternativamente e à sua livre escolha: I - exigir o cumprimento forçado da obrigação, nos termos da oferta, apresentação ou publicidade;"	"
				Olá, Lucas._x005F_x000D_
_x005F_x000D_
Informo que, tentei contata-lo na presente data, através do telefone (35) XXXXX-X077 às 17:20, mas não obtive sucesso. Poderia confirmar o telefone?_x005F_x000D_
_x005F_x000D_
Peço desculpas pelo transtorno causado a você!_x005F_x000D_
_x005F_x000D_
Meu nome é Caroline Menezes e serei responsável pelo seu atendimento até a finalização do caso._x005F_x000D_
_x005F_x000D_
Em atendimento à demanda registrada através do PROCON/Consumidor, acionamos a área responsável para averiguar o ocorrido. Pedimos que aguarde um retorno até 10/05/2021 com o posicionamento do caso._x005F_x000D_
_x005F_x000D_
O protocolo deste atendimento é o XXX.XXX.XXX-XX75._x005F_x000D_
_x005F_x000D_
Peço que NÃO finalize a reclamação nos avaliando até que o caso seja solucionado, pois se o caso for avaliado, o botão de interação ficará desabilitado impossibilitando a nossa interação e inclusão da solução definitiva no site. Se a reclamação for finalizada não conseguiremos prosseguir com o atendimento._x005F_x000D_
_x005F_x000D_
Ficamos à disposição e caso queira nos sinalizar sobre algo, por gentileza, interaja conosco através do botão de interação disponível nesse site ou através dos meus contatos._x005F_x000D_
_x005F_x000D_
_x005F_x000D_
Se cuide, e se puder fique em casa! _x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
Caroline Menezes_x005F_x000D_
Serviço de Atendimento ao Cliente_x005F_x000D_
Assistente - Atendimento Especial_x005F_x000D_
E-mail: XXXXXXXXXXX@XXXXX.XXX"	"
				Resolvido"
184	Submarino	 22/04/2021	MG	Três Pontas	"
				Caros, efetuei a compra do Pedido: XXXXX-X28860670. no valor de R$ R$ 16,00 o pedido tinha 1 unidades do item (Halter Dumbbell Sextavado 10kg) , pedido feito no dia 20/04/2021, o prazo de entrega era de 15 dias uteis, acontece que meu pedido foi cancelado e venho por meio dessa plataforma tentar resolver este problema de forma amigável. E desejo receber os produtos que comprei ou similares pelo preço ofertado._x005F_x000D_
_x005F_x000D_
II DA VIOLAÇÃO DO ARTIGO 30, CDC - CONSUMIDOR. VENDA CANCELADA. ERRO NO PREÇO ANUNCIADO. PREÇOVIL. DESEQUILÍBRIO CONTRATUAL. INEXISTÊNCIA DE ERRO DE FÁCIL CONSTATAÇÃO. OBRIGATORIEDADE. CUMPRIMENTO. OFERTA._x005F_x000D_
_x005F_x000D_
Art. 30. Toda informação ou publicidade, suficientemente precisa, veiculada por qualquer forma ou meio de comunicação com relação a produtos e serviços oferecidos ou apresentados, obriga o fornecedor que a fizer veicular ou dela se utilizar e integra o contrato que vier a ser celebrado._x005F_x000D_
_x005F_x000D_
Ademais, conforme o artigo 35, I, do CDC, devido à recusa da requerida em cumprir a oferta, o requerente pode exigir o cumprimento forçado da obrigação:_x005F_x000D_
_x005F_x000D_
Art. 35. Se o fornecedor de produtos ou serviços recusar cumprimento à oferta, apresentação ou publicidade, o consumidor poderá, alternativamente e à sua livre escolha: I - exigir o cumprimento forçado da obrigação, nos termos da oferta, apresentação ou publicidade;"	"
				Boa tarde!_x005F_x000D_
_x005F_x000D_
Devido ao prazo estipulado para resposta nesse site, atualizamos a demanda como respondida. No entanto, ainda estamos em tratativa sobre sua solicitação._x005F_x000D_
_x005F_x000D_
Pedimos que aguarde um retorno com o posicionamento do caso ou com o parecer conclusivo para nos avaliar, pois se o caso for avaliado, o botão de interação ficará desabilitado impossibilitando a nossa interação e inclusão da solução definitiva no site._x005F_x000D_
_x005F_x000D_
Ficamos à disposição e caso queira nos sinalizar sobre algo, por gentileza, entre em contato através do e-mail informado._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
Sarah Santos | Atendimento Especial_x005F_x000D_
E-mail: XXXXXXXXXXX@XXXXX.XXX_x005F_x000D_
"	"
				Resolvido"
185	Philips Walita, Avent, Saeco e Sonicare	 21/04/2021	MG	Belo Horizonte	"
				Comprei um liquidificador pelo Magazine Luiza da marca Liquidificador Philips Walita Daily RI2110/01._x005F_x000D_
_x005F_x000D_
Magazine Luiza excelente, entregou em menos de 1 dia._x005F_x000D_
_x005F_x000D_
Tive que devolver por alguns motivos, mas o principal foi que apesar de aparentar ser potente ele está longe de ser da cor branca, como anunciado, vindo da cor bege, que não gosto mesmo._x005F_x000D_
_x005F_x000D_
Este modelo passa longe de ser branco._x005F_x000D_
_x005F_x000D_
A saber, esta é apenas a 2ª compra que fiz pela internet que devolvi um produto..._x005F_x000D_
_x005F_x000D_
Sempre escolho muito bem, para não ter esse tipo de dor de cabeça em ter que devolver e aguardar estorno, como estou aguardando da cobrança do meu cartão de crédito._x005F_x000D_
_x005F_x000D_
E ressalto, tenho um RI7761, multiprocessador Philips tb, comprei pela internet e este eu gostei, apesar de ter tido dor de cabeça e ter 3 vazamentos com o copo do liquidificador e tê-lo que jogá-lo fora por causa da peça de encaixe vazar com o tempo. Talvez seja a tal engenharia reversa considerada em projeto, para que algumas coisas não durem... Obs.: sou Engenheiro Eletrônico e vejo como lamentável essa política de projeto em eletrodomésticos e outros._x005F_x000D_
_x005F_x000D_
Mas em termos de multiprocessador é ótimo.... tirando o copo que é péssimo, feito para desencaixar e vazar para dentro do motor..."	"
				Olá, Erick!_x005F_x000D_
_x005F_x000D_
Tentamos contato no telefone cadastrado no site Reclame Aqui, mas até momento sem sucesso._x005F_x000D_
_x005F_x000D_
A Philips mantém a produção de peças/acessório para o produto por mais 5 anos, após cessar a fabricação do mesmo respeitando as normas do CDC. Seu RI7761 já se encontra nessa situação._x005F_x000D_
_x005F_x000D_
Como forma de reconhecer e valorizar sua preferência pela marca foi disponibilizado em cortesia um voucher para que adquira um produto de seu interesse, com garantia, em nossa loja Online. Por gentileza nos retorne contato para que possamos gerar o voucher._x005F_x000D_
_x005F_x000D_
Permanecemos à disposição para quaisquer eventualidades futura, no contato mencionar seu protocolo: _x005F_x000D_
_x005F_x000D_
CHAT: http://www.philips.com.br/c-w/support-home/support-contact-page.html_x005F_x000D_
Telefones: (11) 2121 0203 Grande São Paulo 0800 701 0203 para demais localidades._x005F_x000D_
_x005F_x000D_
Obrigada,_x005F_x000D_
_x005F_x000D_
Marcia_x005F_x000D_
Philips do Brasil._x005F_x000D_
_x005F_x000D_
"	"
				Resolvido"
186	Cartões Renner (Realize CFI)	 04/05/2021	MG	Belo Horizonte	"
				Abri o protocolo anterior, 2021.04/XXX.XXX.XXX-XX, com 2 solicitações, e, além de ser respondido apenas com 1, ignoraram minha interação:_x005F_x000D_
_x005F_x000D_
Minhas 2 solicitações:_x005F_x000D_
_x005F_x000D_
1- Cancelar a forma de pagamento por aproximação, pois no ato da contratação não fui informado desta função, o que acha muito perigoso, pois caso venha a perder o cartão, a senha que uso nele de nada valerá, permitindo que qualquer um compre com meu cartão._x005F_x000D_
_x005F_x000D_
2 - Estou usando apenas o cartão de crédito da Renner, e, venho pagando certinho e muito antes do vencimento._x005F_x000D_
Possuo conta em 3 bancos: Itaú, Bradesco e Santander, e, em dois deles tenho proposta de não pagar nenhuma taxa de manutenção mensal, como me é cobrado pelo cartão da Renner, quando compro fora das Lojas Renner, o que acho um absurdo._x005F_x000D_
Solicito que se possível o reembolso das taxas mensais cobradas, desde o início do uso de meu cartão._x005F_x000D_
_x005F_x000D_
Nesta segunda solicitação, solicitei p/ escalonar meu pedido p/ uma gerência, pois sou um cliente bom pagador e como citei possuo ofertas de cartões de crédito sem anuidade em outros bancos._x005F_x000D_
_x005F_x000D_
_x005F_x000D_
_x005F_x000D_
_x005F_x000D_
Aguardo retorno no XXXXXXXXXXX@XXXXX.XXX - preferência retorno por e-mail."	"
				Olá, tudo bem? _x005F_x000D_
_x005F_x000D_
Informamos que sua manifestação foi respondida. Pedimos que verifique o retorno em “detalhes” e em caso de dúvidas você pode nos enviar uma interação através desta demanda que iremos avaliar e responder o mais breve possível. _x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
Atendimento Cartões Renner._x005F_x000D_
"	"
				Resolvido"
187	Decolar.com	 06/05/2021	MG	Juiz de Fora	"
				Amanhã (07/05/2021) encerra o terceiro prazo que a decolar me informou como sendo prazo limite para o estorno e como até agora não entraram em contato e só vão responder essa reclamação daqui 10 dias, eu quero meu dinheiro de volta. Graças a Deus minha cidade já voltou a fazer atendimento no juizado de pequenas causa e conheço várias pessoas através de um grupo de prejudicados pela decolar que conseguiram reaver o prejuízo, inclusive com danos morais. Na segunda feira, primeiro dia útil após o encerramento do prazo, iria entrar com uma ação contra a decolar. Espero que esta empresa encerra suas atividades e pare de enganar a população. Estou orientando a todos que tenham sido lesados por esta empresa a entrarem com um processo também. Minha reserva é XXX.XXX.XXX-XX0 e já fazem 14 meses desde o meu cancelamento!"	"
				Olá Leonardo,

Conforme informações enviadas ,efetuamos a análise da reserva informada e já lhe posicionamos sobre o reembolso mencionado.

Caso ainda tenha alguma dúvida, por gentileza nos informar.

Atenciosamente

Equipe Decolar"	"
				Não Resolvido"
188	Positivo Tecnologia	 27/04/2021	MG	Belo Horizonte	"
				Em 15/02/2021 realizei a compra de um (NOTEBOOK POSITIVO) efetuando o pagamento da quantia (R$1.699,99) por meio de (CARTÃO DE CRÉDITO ONLINE). A compra foi realizada na filial (lojas americanas). A partir da (25/02/2021) o produto começou a apresentar o seguinte problema de funcionamento : TRAVANDO,TECLADO COM DEFEITO,NÃO DIGITAVA AS LETRAS E NÚMEROS. O produto foi encaminhado para assistência técnica Positivo Tecnologia S/A . O produto retornou da ASSISTÊNCIA pior do que foi,e devido a pandemia,não conseguir mais contato com eles,meu filho está perdendo aulas onlines,por conta desses transtornos. A compra foi através da LOJAS AMERICANAS,a mesma informou que após 7 dias da compra,o problema era com a POSITIVO e assim foi feito."	"
				Prezados, boa tarde!_x005F_x000D_
_x005F_x000D_
Em atenção à reclamação formulada e em respeito à legislação consumerista e a este órgão, segue anexo, carta resposta._x005F_x000D_
_x005F_x000D_
Permanecemos à disposição!"	"
				Resolvido"
189	XP Investimentos	 05/05/2021	MG	Juiz de Fora	"
				Reitero por este canal que não autorizei e não tenho interesse em receber propagandas por sms em meu número de celular - 32 9 9114 2113"	"
				Prezada Sra. Rita,_x005F_x000D_
_x005F_x000D_
Informamos que a resposta ao seu atendimento foi encaminhada ao seu e-mail cadastrado junto a CLEAR Corretora, a fim de preservar os dados pessoais ou quaisquer informações que violem a privacidade do consumidor ou de terceiros._x005F_x000D_
_x005F_x000D_
 _x005F_x000D_
Sendo o que cabia para o momento, permanecemos a disposição em nossa Ouvidoria através do formulário eletrônico disponível em https://institucional.xpi.com.br/ouvidoria.aspx/ ou pelo telefone 0800 722 3730. _x005F_x000D_
_x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
Ouvidoria | XP Investimentos"	"
				Resolvido"
